Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
2026-06-26T05:41:27.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Coinbase, Inc.",NJ,080XX,Older American,Web,2026-06-26T05:53:40.000Z,Closed with monetary relief,Yes,23595668
2026-06-26T09:01:14.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Coinbase, Inc.",CA,92260,None,Referral,2026-06-26T16:07:32.000Z,Closed with explanation,Yes,23607421
2026-06-26T09:30:41.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,GA,30223,None,Web,2026-06-26T09:44:04.000Z,Closed with explanation,Yes,23598872
2026-06-26T13:05:26.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,604XX,None,Web,2026-06-26T13:16:49.000Z,In progress,Yes,23601736
2026-06-26T13:44:55.000Z,"Money transfer, virtual currency, or money service",Check cashing service,Fraud or scam,None,,None,Chime Financial Inc,UT,84047,None,Web,2026-06-26T14:10:45.000Z,In progress,Yes,23602969
2026-06-26T16:25:12.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Paypal Holdings, Inc",NJ,08069,None,Web,2026-06-26T17:07:53.000Z,Closed with explanation,Yes,23610190
2026-06-26T16:10:45.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,"SOFI TECHNOLOGIES, INC.",NJ,07080,None,Web,2026-06-26T16:19:22.000Z,Closed with explanation,Yes,23607889
2026-06-26T16:46:14.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,"Paypal Holdings, Inc",CA,94030,None,Web,2026-06-26T17:45:05.000Z,Closed with non-monetary relief,Yes,23611681
2026-06-26T18:22:35.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",OK,73099,None,Web,2026-06-26T18:39:27.000Z,Closed with explanation,Yes,23613828
2026-06-26T19:10:40.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,GA,30281,None,Web,2026-06-26T19:58:02.000Z,In progress,Yes,23616983
2026-06-27T01:11:50.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33125,None,Web,2026-06-27T02:10:18.000Z,Closed with monetary relief,Yes,23629290
2026-06-27T04:05:12.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,Chime Financial Inc,FL,33510,None,Web,2026-06-27T04:25:35.000Z,In progress,Yes,23631659
2026-06-27T05:55:54.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,IL,617XX,Servicemember,Web,2026-06-27T06:22:29.000Z,Closed with explanation,Yes,23633604
2026-06-27T14:57:12.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",OH,43614,None,Web,2026-06-27T16:11:39.000Z,Closed with explanation,Yes,23640140
2026-06-27T17:15:32.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,Chime Financial Inc,CA,92805,None,Web,2026-06-27T17:28:44.000Z,Closed with explanation,Yes,23640988
2026-06-27T22:23:23.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company believes it acted appropriately as authorized by contract or law,"GOLDEN 1 CREDIT UNION, THE",CA,95624,None,Web,2026-06-27T22:46:02.000Z,Closed with explanation,Yes,23644021
2026-06-27T22:49:11.000Z,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TN,37211,None,Web,2026-06-27T23:22:10.000Z,Closed with explanation,Yes,23644312
2026-06-27T22:16:49.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,FinCo Services Inc DBA Current,CO,80124,None,Web,2026-06-27T22:26:13.000Z,Closed with explanation,Yes,23643835
2026-06-28T01:35:06.000Z,"Money transfer, virtual currency, or money service",Foreign currency exchange,Fraud or scam,None,,None,"Paypal Holdings, Inc",VA,23231,Older American,Web,2026-06-28T01:58:36.000Z,Closed with non-monetary relief,Yes,23645418
2026-06-28T03:07:15.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Early Warning Services, LLC",NY,119XX,None,Web,2026-06-28T03:14:26.000Z,Closed with explanation,Yes,23645981
2026-06-28T05:17:23.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Block, Inc.",VA,22407,None,Web,2026-06-28T05:37:23.000Z,In progress,Yes,23646953
2026-06-28T11:31:47.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",CA,94578,None,Web,2026-06-28T12:50:20.000Z,Closed with explanation,Yes,23649342
2026-06-28T17:57:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"For XXXX XXXX  transactions of {$600.00} each sent to a recipient in which I did not authorized. These transactions were not authorized and therefore fits the criteria of unauthorized transfers and use of my debit card which was linked to my XXXX XXXX. Today, I cant use XXXX XXXX for anything and the account is restricted in which a separate complaint will be filed. 

{$600.00} - XX/XX/XXXX sent to XXXX XXXX {$600.00} - XX/XX/XXXX sent to XXXX XXXX {$600.00} - XX/XX/XXXX sent XXXX XXXX {$600.00} - XX/XX/XXXX sent to XXXX XXXX I filed a claim regarding these unauthorized transfers to Bank of America on XX/XX/XXXX after discovering all of these transfers were done without any prior knowledge or authorization. BA claimed I had authorized these transactions or some someone authorized to use my debit card. This is FALSE and there are no additional authorized users of my bank account or anything as such.

BA denial letter stated that the charges were authorized by me, made by someone with permission, or linked to "" prior undisputed non-fraud transactions. '' This determination is factually incorrect. I did not make, authorize, or benefit from these transactions. I have never given permission to any third party to use my device, card, or XXXX XXXX account to transfer funds to this recipient. Furthermore, I have no history of prior interactions or transactions with this individual ; any past legitimate transactions on my account were entirely unrelated. 

These transfers constitute criminal theft. I have filed an official police report with the XXXX XXXX XXXX XXXX Police  Report Case Number : XXXX, filed on XX/XX/year>. Yet, BA refused and continuously denies my claim.

I will stipulate that BA continues to ignore regulations and applicable laws surround unauthorized transfers. Ignorant to the fact that there are these regulations and laws to abide by.

Bank of America refuses to abide by all of these below.

Electronic Fund Transfer Act ( EFTA ) & CFPB Regulation E ( 12 CFR 1005.6 ) : Under federal law, my liability for unauthorized electronic fund transfers is strictly limited because I reported the fraud immediately upon discovery. The regulation defines an "" unauthorized electronic fund transfer '' as one initiated by a person without actual authority to initiate the transfer and from which the consumer receives no benefit. 
These XXXX XXXX transactions meet this definition exactly. 

Official CFPB Compliance Guidance on Regulation E : The Consumer Financial Protection Bureau ( CFPB ) explicitly states that a consumers negligencesuch as writing down a PIN or failing to secure a devicecannot be used by a financial institution to increase consumer liability or deny a claim. Furthermore, the bank can not use the pretext of "" prior undisputed non-fraud transactions '' to summarily deny subsequent, clearly unauthorized activity.

Regulation E Burden of Proof ( 12 CFR 1005.11 ) : The burden of proof rests entirely on Bank of America to establish that these specific transactions were authorized. A conclusory statement alleging authorization without providing clear, forensic, and biometric evidence showing that I personally executed these transactions does not satisfy the bank 's regulatory burden.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77014,None,Web,2026-06-28T18:30:54.000Z,Closed with explanation,Yes,23651697
2026-06-28T17:17:37.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",OK,73117,None,Web,2026-06-28T17:34:50.000Z,Closed with explanation,Yes,23651353
2026-06-28T22:28:28.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,PNC Bank N.A.,NJ,08094,Servicemember,Web,2026-06-28T22:42:01.000Z,In progress,Yes,23653216
2026-06-15T01:50:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"Cashapp has closed my account for violation of XXXX. When I asked, they refuse to tell me. It is a BOT answering.

The only thing that failed was verification process with selfie vs DL",None,"Block, Inc.",TX,77581,Older American,Web,2026-06-15T01:58:10.000Z,Closed with explanation,Yes,23204221
2026-06-15T02:04:49.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,"I am filing this complaint against JPMorgan Chase Bank for a compliance and security failure that is impacting my personal property. An individual named XXXX XXXX is illegally using my physical residential address to maintain an active Chase bank account. I am the legal resident/owner of this property, and this individual has absolutely no connection to my address. [ 13 ] I am actively receiving official Chase financial statements at my home for this person. I have contacted Chase Bank directly to report this address fraud, mail fraud, and KYC ( Know Your Customer ) non-compliance. However, Chase customer service stated there is "" nothing they can do '' and refused to investigate or remove my address from the fraudster 's profile. [ 14 ] By refusing to take action, Chase is actively facilitating mail fraud and failing to maintain accurate customer identity records under federal XXXX XXXX XXXX ( XXXX  ) rules. I demand that XXXX XXXX XXXX XXXX immediately freeze this account, force the customer to undergo physical address verification, and completely remove my residential address from this individual 's account profile.",None,JPMORGAN CHASE & CO.,TX,77433,None,Web,2026-06-15T02:11:49.000Z,Closed with explanation,Yes,23204352
2026-06-15T05:20:33.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"Dispute ID : XXXX XXXX ID : XXXX Merchant : XXXX Transaction Date : XX/XX/2026 Amount : {$99.00} I am filing this complaint regarding an unauthorized transaction that occurred on my XXXX  account and XXXX  subsequent denial of my dispute. On XX/XX/2026, a charge in the amount of {$99.00} was processed by a merchant identified as XXXX. I did not authorize this transaction, did not knowingly participate in it, and did not receive any goods, services, or benefit from it. Upon discovering the charge, I promptly reported it to XXXX and filed a dispute under Dispute ID XXXX. I clearly informed XXXX  that the transaction was unauthorized and requested an investigation. Despite my report and my continued position that I did not authorize the transaction, XXXX  denied my dispute and declined to provide reimbursement for the unauthorized charge. I respectfully disagree with XXXX decision. As the account holder, I should not be held responsible for a transaction that I did not authorize and from which I received no benefit. I believe the investigation either failed to fully consider the facts of my case or reached an incorrect conclusion. I am requesting that XXXX  reopen and thoroughly review this matter, provide a detailed explanation of the evidence used to deny my dispute, and issue a refund of {$99.00} if it can not be demonstrated that I personally authorized this transaction. Desired Resolution : 1. Reopening and reconsideration of Dispute ID XXXX. 2. A detailed explanation of the basis for XXXX denial. 3. A full refund of {$99.00} for the unauthorized transaction. I reported the charge immediately when I seen it on the day of. I have done business with this company before, but not for this amount. And my XXXX  account showed no evidence that I initiated the transaction.",None,"Paypal Holdings, Inc",TX,75154,None,Web,2026-06-15T05:28:38.000Z,Closed with explanation,Yes,23206373
