Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
2026-06-06T00:59:34.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",NJ,07065,None,Web,2026-06-06T02:01:55.000Z,Closed with explanation,Yes,22953357
2026-06-02T14:52:32.000Z,Checking or savings account,Savings account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,10701,"Older American, Servicemember",Web,2026-06-02T15:27:17.000Z,Closed with explanation,Yes,22807334
2026-06-02T15:20:42.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",FL,32216,None,Phone,2026-06-17T19:45:23.000Z,Closed with explanation,Yes,22808775
2026-06-06T11:40:51.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am dissatisfied with Wells Fargo 's response because it simply repeats the conclusions from prior denials without adequately addressing the evidence and circumstances surrounding this fraud claim. 

Wells Fargo continues to state that the transactions were completed using valid credentials and were consistent with prior account activity. However, the bank has not explained how it determined that I personally authorized these transactions, nor has it addressed the fact that the receiving XXXX XXXX account did not belong to me. 

I have consistently reported that these transactions were unauthorized. I filed a police report and cooperated with law enforcement. The individual involved is facing criminal charges related to these events, which further supports my position that these transactions were not authorized by me. Wells Fargo 's response fails to explain why this information does not affect its determination. 

The bank 's latest response appears to be substantially identical to its previous responses and does not address the specific concerns raised in my complaint. Instead, it repeats prior conclusions without providing new evidence or a detailed explanation of its investigation. 

I am requesting that Wells Fargo provide the complete basis for its determination, including all evidence relied upon to conclude that I authorized these transactions. I also request documentation showing how the bank determined that the use of account credentials alone proves authorization, particularly when there is evidence of criminal activity, a police report, and a receiving account that was not owned by me. 

I respectfully ask the CFPB to review whether Wells Fargo conducted a reasonable and thorough investigation under applicable consumer protection laws and regulations. I continue to dispute these transactions and maintain that I did not authorize them. 

Thank you for your consideration.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NC,27253,None,Web,2026-06-06T11:50:35.000Z,Closed with explanation,Yes,22960304
2026-06-02T17:08:35.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,CO,80907,None,Web,2026-06-02T17:32:17.000Z,Closed with explanation,Yes,22812969
2026-06-02T17:05:17.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I have a billing issue '' or Unauthorized Activity / Mistake.

PayPal is holding {$60.00} from an unaccepted, canceled transaction to an inactive account and refuses to return it despite their own policy stating they would. 

This was a clear clerical error sent to an inactive account. The system stated it would be returned after 30 days if unaccepted. It has been over 30 days, the recipient never accepted it, and the funds are wrongfully being withheld by PayPal. 

XXXX XXXX XXXX XXXX XXXX XXXX",None,"Paypal Holdings, Inc",TX,76208,None,Web,2026-06-02T17:33:54.000Z,Closed with explanation,Yes,22813040
2026-06-02T17:21:02.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,IL,61109,None,Web,2026-07-17T20:05:09.000Z,Closed with explanation,Yes,22813105
2026-06-06T13:43:05.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"I am filing a formal complaint against Cash App regarding a bank impersonation scam that occurred on XX/XX/year>, totaling $ XXXX.Criminals impersonating my financial institution deceived me into facilitating two unauthorized transfers through Cash App from my linked account : Transaction 1 : {$1800.00} to CASH APP * XXXX XXXXTransaction 2 : {$2000.00} to CASH APP * XXXX XXXX complete police report has been filed with the XXXX, VA police department under Report Number case # XXXX, explicitly naming these fraudulent recipient accounts, their phone numbers, and emails.My bank has already debited my account for the full {$3800.00}, causing severe financial hardship. I am requesting that Cash Apps fraud and compliance team immediately investigate and freeze the accounts of XXXX XXXX and XXXX XXXX, trace the stolen funds, and return my {$3800.00}.",None,"Block, Inc.",VA,24401,None,Web,2026-06-06T13:51:59.000Z,Closed with explanation,Yes,22961556
2026-06-06T14:12:35.000Z,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,,None,TD BANK US HOLDING COMPANY,None,None,None,Web,2026-06-06T14:31:12.000Z,Closed with explanation,Yes,22961934
2026-06-06T15:00:34.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am filing this complaint against Venmo for failing to properly investigate and resolve an unauthorized electronic fund transfer in violation of the Electronic Fund Transfer Act ( Regulation E, 12 CFR 1005 ).

few unauthorized transaction in the amount total {$960.00} was charged to my XXXX  debit card by a merchant listed as XXXX XXXXThis transaction occurred shortly after I unknowingly entered my debit card information ( card number, expiration date, CVV, and billing address ) into a fraudulent online loan website. The website disappeared immediately after collecting my information, indicating a phishing/fraud scheme.

I never gave them my card details to charge from my account, and I didn't understand they would charge from my bank.please sir I request give me full refund I'm very sick. I don't remember anything. Suddenly, when I check my account, I see many transactions, and I see that he has withdrawn all the balance in my account.Please arrange to refund my hard earned money and be strict against the fraudsters.

Unauthorized transaction datils {$120.00}, {$700.00}, {$130.00} and {$5.00} I affirm the following : I did NOT authorize this transaction.

I do NOT have any account or relationship with XXXX XXXX XXXX I do NOT use any services associated with this merchant.

This transaction is a clear case of unauthorized card-not-present fraud using stolen debit card credentials.

One thing I didn't understand was how they figured out my account balance.

I humbly request you if you can return these transactions to me, I will be grateful for the rest of my life and I will tell everyone to use your service.

Few days ago I promptly notified XXXX  and filed a dispute. Although XXXX initiated an investigation, my claim was denied without providing sufficient evidence or documentation demonstrating that the transaction was authorized.

Under Regulation E, financial institutions are required to conduct a reasonable investigation and must provide supporting documentation when determining that a disputed transaction is authorized. XXXX  has failed to provide any of the following : Evidence of cardholder authorization 3D Secure ( authentication ) records, if applicable AVS and CVV verification results IP address, device ID, or geolocation data associated with the transaction XXXX  failure to provide this information raises serious concerns regarding the adequacy and legality of their investigation process.

Requested Resolution : I respectfully request that the CFPB require Venmo to : Conduct a full and compliant reinvestigation under Regulation E Provide written documentation explaining how the transaction was determined to be authorized Issue a full refund of unauthorized charge Account Information : This card info is compromised ( XXXX XX/XX/year> ) XXXX  email : XXXX XXXX  phon : XXXX Additional Statement : I have never used or authorized any transaction with XXXX, or XXXX and I do not maintain any account with this merchant. Please refund my money. I have a serious illness, so I put money from friends and donations into the account.please sir refund my money Sincerely XXXX XXXX",None,"Paypal Holdings, Inc",WA,98112,None,Web,2026-06-06T15:05:27.000Z,Closed with explanation,Yes,22962269
2026-06-02T18:29:48.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,PA,19131,None,Web,2026-07-08T21:26:28.000Z,Closed with explanation,Yes,22816673
2026-06-06T18:57:41.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",RI,02889,None,Web,2026-06-06T19:15:48.000Z,Closed with explanation,Yes,22965012
2026-06-06T21:39:37.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Klarna AB,CA,92694,None,Web,2026-06-06T21:42:47.000Z,Closed with explanation,Yes,22966421
2026-06-06T21:52:27.000Z,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Fraud or scam,None,Used a seller thru cashapp I've used before Who scammed me last could times and we correspond thru tects,None,"Block, Inc.",VA,23860,None,Web,2026-06-06T22:09:12.000Z,Closed with explanation,Yes,22966643
2026-06-06T22:03:17.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,Chime Financial Inc,VA,23860,None,Web,2026-06-06T22:09:00.000Z,Closed with explanation,Yes,22966640
2026-06-06T22:01:36.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"I deposited money to my Cash App account. I then was asked to send money by bitcoin to an online platform that I thought was legitimate. It was a scam. I realized I made a mistake and I requested to get a refund of a total of {$9800.00}. Cash App told ne that they do not honor refunds, but to contact my bank, in which I did. I also filed a police report too. This happened on XX/XX/year>. I would like my funds to be returned to me.",None,"Block, Inc.",CT,06460,None,Web,2026-06-06T22:19:35.000Z,Closed with explanation,Yes,22966718
2026-06-02T20:55:41.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",GA,30087,None,Web,2026-06-02T21:08:51.000Z,Closed with explanation,Yes,22822993
2026-06-07T03:36:03.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"On XX/XX/year>, I made a purchase of a pair of shoes from a vendor in XXXX for {$71.00}. The money was sent from my Bank of America checking account with account number ending in XXXX. The vendor in XXXX sent me the wrong shoes and refused to send the correct shoes or issue me a refund. I attempted multiple times to contact Bank of America to report the fraud and ask for a fraud reversal as I am a long time Bank of America customer and a XXXX XXXX customer but I was unable to reach the Bank 's department that handles fraud as they did not answer their phone and I was unable to file a complaint through my online account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33705,None,Web,2026-06-07T03:53:58.000Z,Closed with monetary relief,Yes,22969291
2026-06-07T08:22:29.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"My name is XXXX XXXX. I am a victim of an activeXXXX XXXX XXXX XXXX XXXX. The perpetrator gained unauthorized access to my personal identifying information, breached my Robinhood profile, altered my login credentials, and locked me out of my brokerage account completely.Because this is a high-dollar felony identity theft totaling nearly {$4000.00} across my profiles, my assets are at immediate risk of unauthorized liquidation or transfer. A formal criminal case is open at XXXX police department under Police Report XXXX. I demand that Robinhood Corporate Fraud Operations execute an immediate administrative security freeze on my profile, halt all pending or future external bank transfers, cancel any unauthorized stock/crypto liquidations, and safely restore my access once identity verification is completed. ''",None,ROBINHOOD MARKETS INC.,CA,94619,None,Web,2026-06-07T08:30:26.000Z,Closed with explanation,Yes,22970996
2026-06-07T08:12:58.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"My name is XXXX XXXX. I am a victim of a coordinated, felony-level digital identity theft and account takeover totaling nearly {$4000.00} across my financial profiles. The perpetrator gained unauthorized access to my digital infrastructure, altered my security credentials, locked me out of my account, and executed fraudulent transactions at a physical XXXX location store # XXXX XXXX XXXX initially denied my unauthorized transaction claim, failing to properly investigate this criminal intrusion. I have filed an official police report with the XXXX Police department under XXXX XXXX which I have already provided to XXXX.I am exercising my federal consumer rights under Regulation E ( the Electronic Fund Transfer Act ). I demand a senior corporate manual review of this case, immediate reversal of the denied claim, and the removal of any negative balance or penalties applied to my identity. ''",None,"Paypal Holdings, Inc",CA,94619,None,Web,2026-06-07T08:21:44.000Z,Closed with monetary relief,Yes,22970951
2026-06-07T10:46:42.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,JPMORGAN CHASE & CO.,TX,77070,None,Web,2026-06-07T10:54:44.000Z,Closed with explanation,Yes,22971699
2026-06-07T21:14:38.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,NY,11786,None,Web,2026-06-07T21:20:10.000Z,Closed with explanation,Yes,22976002
2026-06-03T02:52:19.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",NM,87123,None,Web,2026-06-03T03:05:31.000Z,Closed with explanation,Yes,22833718
2026-06-08T11:59:30.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,LA,71295,None,Web,2026-06-08T12:16:52.000Z,Closed with explanation,Yes,22984225
2026-06-08T12:14:09.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",LA,70734,None,Web,2026-06-08T12:18:59.000Z,Closed with explanation,Yes,22984262
2026-06-03T08:41:49.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"I am filing a formal complaint against Airtm, a peer-to-peer ( XXXX ) money service business, for willful blindness to fraud, concealment of evidence, and facilitating unjust enrichment on their platform. 

On XX/XX/2026, I engaged in a {$970.00} transaction with XXXX. Due to a language barrier ( I communicated in XXXX, he in XXXX ), a critical miscommunication occurred. As a non-US citizen, I can not hold a native XXXX account. I explicitly instructed the sender to route the funds to a specific, registered XXXX phone number belonging to a trusted associate. Ignoring these instructions, the sender routed the funds to my unregistered email address ( XXXX ). 

I received an automated email from XXXX stating the funds were "" floating '' and I had until XX/XX/2026, to register to claim them. Unaware that XXXX completely restricts non-US citizens from registering and acting in good faith upon seeing XXXX 's email prompt, I prematurely clicked "" Confirm Receipt '' on the Airtm platform. 

I subsequently discovered I could not register. After contacting XXXX support, I eventually had my XXXX associate register my email to her existing XXXX profile XXXX We successfully completed this on XX/XX/2026. However, upon registration, XXXX 's system officially notified us that the XXXX window had expired and the {$970.00} had already been refunded directly to the sender 's XXXX XXXX account XXXX 

When I raised this dispute, the sender denied receiving the refund and flatly refused to provide unredacted bank statements for the dates following XX/XX/XXXX. Despite me providing Airtm 's mediation team with the definitive proof of the XX/XX/XXXX XXXX reversal, Airtm ruled in favor of the sender. They weaponized my premature UI confirmation to ignore the empirical banking reality, allowing the sender to keep both the Airtm escrow funds and the refunded {$970.00}. Furthermore, Airtm claimed the sender privately provided video evidence, but they explicitly refused to allow me to audit it, concealing the evidence used to close my case. 

Working professionally as a XXXX XXXX, XXXX, and XXXX XXXX, I recognize this as a severe failure of basic fiduciary duty. Airtm is using its Terms of XXXX to shield a bad actor. I request the CFPB compel Airtm to review the external banking evidence, audit the concealed video for ledger manipulation around the XX/XX/XXXX refund date, and restore my {$970.00}.",None,Airtm Inc.,None,None,None,Web,2026-06-03T08:51:04.000Z,Closed with explanation,No,22839877
2026-06-03T10:06:21.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"To the PayPal Executive Office and Office of the CEO, I am writing to formally reject the response submitted by XXXX XXXX from the XXXX XXXX Complaints & Advocacy team on XX/XX/year>. This email serves as my final direct notification that PayPal remains in a state of willful breach regarding the {$20000.00} in unauthorized transaction losses.

In your official response today, your office made a critical corporate admission. You stated : We also want to acknowledge the concerns you raised regarding a prior phone interaction in which a refund was referenced. We have noted this as feedback...

Let be clear : a binding verbal contract issued by a Supervising Authority during a manual forensic audit is not "" feedback, '' nor is it "" inconsistent information. '' It is an administrative determination that completely overrides your automated frontline scripts.

I have re-attached the official Data Subject Request audio file ( Recording XXXX ) to this email. I am directing the Executive Office to listen to their own management team 's explicit directives The Fraud Admission : "" I already checked this transaction... I know there is actually an unauthorized charges made to your PayPal account. '' The Binding Settlement : "" yes we will reopen this case for you, we will actually guarantee. You will get your refund... Correct. Don't worry about that one, okay?

Your compliance office has chosen to prioritize automated "" device patterns '' over a certified U.S. physicians statement confirming my physical hospitalization, confirmation from the bank that it was not my account, XXXX XXXX flight logs proving physical impossibility, and a recorded refund guarantee from your own supervisor.

Your automated system rejections do not absolve PayPal of its contractual liability under Section 13.1 and Section 13.3 of the User Agreement, nor do they erase the verbal settlement established on XX/XX/XXXX. 

I demand that an Executive Escalation manager with actual override authority review the attached audio recording and execute the manual restoration of my {$20000.00} immediately. 

XXXX XXXX XXXX Phone : XXXX ( XXXX ) XXXX PayPal : @ XXXX On Tue, XXXX XXXX, XXXX  at XXXX XXXX XXXX wrote : To : PayPal Executive Office , XXXX  XXXX XXXX , and Office of the CEO Date : Tuesday, XX/XX/year> Subject : FINAL NOTICE : Documented Breach of Settlement & Non-Compliance with Section 13.3 This communication serves as a formal rejection of all previous automated and frontline denials. I have completed a forensic audit of audio file XXXX, ( it is attached ) which was released through your Data Subject Request ( DSR ) portal. This recording contains an explicit, binding verbal settlement issued by Supervisor XXXX, who identified herself on a recorded line as a "" Supervising Authority. '' Her directives constitute a definitive administrative resolution that overrides any "" final decision '' scripts currently held by frontline staff.

I. DIRECT EVIDENCE FROM PAYPAL XXXX XXXX I am directing the Executive Office to the following verbatim timestamps within your own records. These quotes confirm that PayPal has already admitted fault and guaranteed a refund : THE FRAUD ADMISSION : Supervisor Love explicitly overrides the "" IP consistency '' theory by stating : "" I already checked this transaction, this dispute case that you filed... which is this unauthorized charge... I know there is actually an unauthorized charges made to your PayPal account. '' THE FORMAL REOPENING : "" I already also reviewed this case, and yes, we will reopen this case for you, XXXX. You didn't need to wait for that one, okay? '' THE BINDING GUARANTEE : When pressed on the resolution, she stated : "" We will actually guarantee. You will get your refund... Correct. Don't worry about that one, okay? We will update you.

THE FRAUD PROTECTION ACTIVATION : "" And again, you are protected in our fraud protection here... We will activate your fraud protection here... so that you have easier reliability. '' THE LIMITATION REMOVAL : Regarding the frozen balance, she confirmed a manual override : "" I already filed a ticket escalation to your PayPal account also... so that you can deposit this PayPal balance in your bank account... we already listedthis restriction. '' II. CONTRACTUAL VIOLATIONS OF THE PAYPAL USER AGREEMENT PayPals continued withholding of these funds is a material breach of the PayPal User Agreement ( Last Updated : XX/XX/year> ) : 1. SECTION 13.3 ( ERROR RESOLUTION - PROVISIONAL CREDIT ) : The agreement states : "" If we need more time, however, we may take up to 45 days to investigate your complaint or question. If we decide to do this, we will provisionally credit your account within 10 business days for the amount you think is in error. '' Breach : It has been over 30 business days since the report was filed. No provisional credit has been issued despite the investigation exceeding the 10-day mandatory window 2. SECTION 13.1 ( UNAUTHORIZED TRANSACTIONS ) : The agreement defines an unauthorized transaction as one not authorized by the user. Supervisor XXXX formally admitted on a recorded line that the charges were unauthorized. Under Section 13.1, PayPal is liable for these funds.

3. SECTION 14 ( ACCOUNT LIMITATIONS ) : While PayPal may place limitations, Supervisor Loves "" Ticket Escalation '' constitutes a formal administrative removal of those restrictions to facilitate the withdrawal of funds involved in a medical and housing emergency.

III. VALIDATION OF SUBMITTED EVIDENCE PayPals internal "" consistency '' checks have been factually disproven by the following documentation already in your possession : XXXX XXXX CERTIFICATION : Formally confirming that the funding sources used for these transactions were unauthorized and not under my control. 

FLIGHT RECORDS & GEOLOCATION : Proving that it was physically impossible for me to have authorized these transactions based on my documented location. 

PHYSICIANS STATEMENT ( XXXX XXXX XXXX ) : Confirming my status as a medical patient and was hospitalized during the time these transactions were happening and I did not have access to my account due to it IMMINENT HOUSING / FINANCIAL CRISIS : I am facing immediate displacement due to PayPal 's refusal to release {$20000.00} in unrestricted funds that have been "" guaranteed '' for return.

FINAL DEMAND I will not accept any further "" pending '' statuses. I have provided the timestamps, the contract citations, and the external validation from XXXX. 

I demand the manual release of my {$20000.00} and the removal of all account limitations by XXXX XXXX  ET tomorrow. If this recorded settlement is not honored, I will move forward with an immediate escalation of the XXXX transcriptshowing bad-faith handling and willful evidence suppression. 

XXXX XXXX XXXX Phone : XXXX ( XXXX ) XXXX l PayPal : @ XXXX",None,"Paypal Holdings, Inc",MN,55112,None,Web,2026-06-03T10:14:01.000Z,Closed with explanation,Yes,22841135
2026-06-03T13:46:12.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30331,None,Web,2026-06-03T13:49:09.000Z,Closed with monetary relief,Yes,22845310
2026-06-03T13:36:52.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"XX/XX/year> I received an email that I paid XXXX XXXX {$600.00} from my pay pal account. I DID NOT do this. I do not know him and never heard of him. I immediately contacted pay pal and they told me it would be 10 days to resolve. Later yesterday I decided to follow up and I moted that pay pal closed the case. I called and they saud they closed it because on their end it looked like I did it. So my computer was hacked?? The same thing happen 4 days prior and they immediately recoved the money. What would make them close it? I appealed it and somone at Pay Pal noted there is evidence that someone was in there and was involved as a hacker or scammer. They reopened the case, but I want this to be resolved as Pay Pal had no right to just close the case and not even tell me or give me a chance. Instead they paid the person the {$600.00}. I want this matter resolved. I reported it to the FTC and I'm waiting for the local police department to come by now and take a report. I will provide all of this to Pay Pal so they can not make such a harsh decisin that I'm guilty. They should have investigated it since it happen 3 days before on a seperate incident. They did not do their job",None,"Paypal Holdings, Inc",FL,34986,Older American,Web,2026-06-03T13:48:40.000Z,Closed with explanation,Yes,22845294
2026-06-03T15:41:45.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,Glacier Bancorp Inc.,ID,83805,None,Phone,2026-06-09T15:02:39.000Z,Closed with explanation,Yes,22851461
2026-06-03T15:18:05.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,"I am disputing a transaction of {$990.00} on my PayPal account. PayPal has wrongfully denied my billing error dispute by claiming the transaction was 'authorized. ' However, this transfer was entirely induced by a criminal impersonating a bank representative via phone call and text. Per CFPB guidance on Regulation E ( Electronic Fund Transfers ), transactions induced by financial institution imposters qualify as unauthorized electronic fund transfers. I had no consumer intent to send a payment ; I was manipulated under false pretenses into activating what I was told was a refund link. I have filed an official federal law enforcement report via the FBI XXXX attached. PayPal has failed to execute a reasonable investigation into the fraudulent recipient account and is violating its error-resolution obligations under federal law. Furthermore, the FBI XXXX re ; ort I filed is directly linked to a broader, documented network of complaints targeting other consumers via this exact XXXX imposter scam. The recipient PayPal account used to steal my {$990.00} is a known fraudulent account tied to systemic criminal activity. PayPal is failing its Know Your Customer monitoring duties by allowing this active scammer network to exploit its platform, and must reverse this unauthorized {$990.00} transfer under Regulation E. In addition to denying the claim without a proper investigation, PayPal 's management team has actively avoiding addressing this fraud I was explicitly promised a phone call from a PayPal manager on two separate occasions to discuss this {$990.00} imposter scam. PayPal failed to fulfill both commitments, completely ignoring my request for excalation and leaving me with no internal recourse.",None,"Paypal Holdings, Inc",CA,94002,Older American,Web,2026-06-03T15:53:39.000Z,Closed with monetary relief,Yes,22850255
2026-06-08T18:25:42.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,UT,84098,None,Web,2026-06-08T18:32:18.000Z,Closed with explanation,Yes,22997280
2026-06-03T17:31:15.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,Chime Financial Inc,MS,393XX,None,Web,2026-06-03T17:47:04.000Z,Closed with explanation,Yes,22855657
2026-06-03T19:35:08.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,JPMORGAN CHASE & CO.,NV,89521,None,Web,2026-06-03T19:43:05.000Z,Closed with explanation,Yes,22861620
2026-06-03T18:23:44.000Z,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,"Early Warning Services, LLC",TX,770XX,None,Web,2026-06-03T18:28:19.000Z,Closed with explanation,Yes,22857718
2026-06-08T22:37:26.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,Chime Financial Inc,CO,80918,Servicemember,Web,2026-06-08T23:10:57.000Z,Closed with explanation,Yes,23010094
2026-06-03T19:12:25.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Foris DAX, Inc.",CA,92595,None,Web,2026-06-03T19:33:11.000Z,Closed with explanation,No,22861078
2026-06-03T19:53:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",TX,78114,None,Web,2026-06-03T20:26:12.000Z,Closed with explanation,Yes,22864010
2026-06-03T23:08:29.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",HI,96821,Older American,Web,2026-06-03T23:25:13.000Z,Closed with explanation,Yes,22871595
2026-06-09T02:26:56.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",AL,36323,Servicemember,Web,2026-06-09T02:36:34.000Z,Closed with explanation,Yes,23015824
2026-06-09T11:01:06.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",FL,33702,None,Web,2026-06-09T11:09:58.000Z,Closed with explanation,Yes,23024259
2026-06-04T10:52:56.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",GA,30458,None,Web,2026-06-04T11:17:47.000Z,Closed with explanation,Yes,22885330
2026-06-04T09:16:56.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",ID,83686,None,Web,2026-06-04T09:31:02.000Z,Closed with monetary relief,Yes,22884055
2026-06-04T13:08:00.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Block, Inc.",NM,87105,None,Web,2026-06-04T13:18:44.000Z,Closed with explanation,Yes,22887171
2026-06-04T13:43:38.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Early Warning Services, LLC",TN,37207,None,Web,2026-06-04T13:56:33.000Z,Closed with explanation,Yes,22887958
2026-06-04T13:57:25.000Z,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,,None,"Paypal Holdings, Inc",TX,795XX,None,Web,2026-06-04T14:07:27.000Z,Closed with monetary relief,Yes,22888210
2026-06-09T18:57:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,,None,"Block, Inc.",CA,94087,None,Web,2026-06-09T19:33:49.000Z,Closed with explanation,Yes,23041755
2026-06-04T17:57:19.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",CT,06320,None,Web,2026-06-04T18:12:25.000Z,Closed with explanation,Yes,22897039
2026-06-09T21:54:24.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Block, Inc.",MS,38666,None,Web,2026-06-09T22:21:32.000Z,Closed with explanation,Yes,23049727
2026-06-04T19:54:29.000Z,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,None,,None,"Paypal Holdings, Inc",KY,400XX,None,Web,2026-06-04T20:04:21.000Z,Closed with monetary relief,Yes,22902105
2026-06-04T19:42:18.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,OH,44212,Servicemember,Web,2026-06-04T20:03:21.000Z,Closed with explanation,Yes,22902070
2026-06-05T01:54:22.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,TD BANK US HOLDING COMPANY,CT,06472,Older American,Web,2026-06-05T02:31:33.000Z,Closed with monetary relief,Yes,22914958
2026-06-05T02:41:19.000Z,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,"Paypal Holdings, Inc",NH,038XX,"Older American, Servicemember",Web,2026-06-05T03:04:15.000Z,Closed with non-monetary relief,Yes,22915687
